"following","followed"
"MarkWarner","lisamurkowski"
"MarkWarner","McCaskillOffice"
"MarkWarner","SenJeffMerkley"
"MarkWarner","Sen_JoeManchin"
"MarkWarner","SenBillNelson"
"MarkWarner","senrobportman"
"MarkWarner","SenJackReed"
"MarkWarner","SenatorReid"
"MarkWarner","SenatorRisch"
"MarkWarner","SenSchumer"
"MarkWarner","SenatorSessions"
"MarkWarner","SenatorShaheen"
"MarkWarner","SenatorTimScott"
"MarkWarner","SenBrianSchatz"
"MarkWarner","SenJohnThune"
"MarkWarner","SenToomey"
"MarkWarner","SenatorTomUdall"
"MarkWarner","SenatorWicker"
"MarkWarner","RonWyden"
"MarkWarner","SenWhitehouse"
"SenWarren","SenAlexander"
"SenWarren","RoyBlunt"
"SenWarren","SenatorBoxer"
"SenWarren","SenSherrodBrown"
"SenWarren","SenatorBurr"
"SenWarren","JohnBoozman"
"SenWarren","SenJohnBarrasso"
"SenWarren","SenBennetCO"
"SenWarren","SenBlumenthal"
"SenWarren","SenatorCantwell"
"SenWarren","SenatorCardin"
"SenWarren","SenatorCarper"
"SenWarren","SenDanCoats"
"SenWarren","SenThadCochran"
"SenWarren","MikeCrapo"
"SenWarren","SenatorCollins"
"SenWarren","SenBobCasey"
"SenWarren","SenBobCorker"
"SenWarren","SenCoonsOffice"
"SenWarren","SenTedCruz"
"SenWarren","SenatorDurbin"
"SenWarren","SenDonnelly"
"SenWarren","SenatorEnzi"
"SenWarren","SenFeinstein"
"SenWarren","JeffFlake"
"SenWarren","ChuckGrassley"
"SenWarren","SenOrrinHatch"
"SenWarren","SenDeanHeller"
"SenWarren","MartinHeinrich"
"SenWarren","SenJohnHoeven"
"SenWarren","InhofePress"
"SenWarren","SenRonJohnson"
"SenWarren","SenatorKirk"
"SenWarren","SenAngusKing"
"SenWarren","SenatorLeahy"
"SenWarren","SenMikeLee"
"SenWarren","SenJohnMcCain"
"SenWarren","McConnellPress"
"SenWarren","SenatorMenendez"
"SenWarren","SenatorBarb"
"SenWarren","JerryMoran"
"SenWarren","PattyMurray"
"SenWarren","lisamurkowski"
"SenWarren","McCaskillOffice"
"SenWarren","SenJeffMerkley"
"SenWarren","Sen_JoeManchin"
"SenWarren","SenBillNelson"
"SenWarren","senrobportman"
"SenWarren","SenJackReed"
"SenWarren","SenatorReid"
"SenWarren","SenPatRoberts"
"SenWarren","SenRubioPress"
"SenWarren","SenSanders"
"SenWarren","SenSchumer"
"SenWarren","SenShelby"
"SenWarren","SenStabenow"
"SenWarren","SenatorSessions"
"SenWarren","SenatorShaheen"
"SenWarren","SenatorTimScott"
"SenWarren","SenJohnThune"
"SenWarren","SenToomey"
"SenWarren","SenatorTomUdall"
"SenWarren","SenatorWicker"
"SenWarren","RonWyden"
"SenWarren","SenWhitehouse"
"SenWarren","MarkWarner"
