"","caseid","gaytherm"
"6068",153,59
"6069",323,50
"6070",217,96
"6071",774,99
"6072",422,100
"6073",894,96
"6074",962,90
"6075",945,3
"6076",427,50
"6077",743,41
"6078",752,30
"6079",693,50
"6080",242,91
"6081",684,61
"6082",130,50
"6083",245,36
"6084",439,14
"6085",644,97
"6086",484,NA
"6087",592,51
"6088",342,97
"6089",37,63
"6090",525,57
"6091",114,55
"6092",292,72
"6093",957,72
"6094",534,91
"6095",513,56
"6096",303,52
"6097",917,50
"6098",63,100
"6099",540,100
"6100",725,100
"6101",256,91
"6102",362,78
"6103",376,76
"6104",378,70
"6105",151,NA
"6106",189,91
"6107",330,63
"6108",124,52
"6109",266,70
"6110",623,NA
"6111",720,56
"6112",191,80
"6113",838,9
"6114",503,64
"6115",171,4
"6116",307,99
"6117",502,3
"6118",950,37
"6119",701,99
"6120",67,62
"6121",649,NA
"6122",660,100
"6123",701,40
"6124",167,67
"6125",290,81
"6126",909,16
"6127",128,99
"6128",450,91
"6129",1000,70
"6130",400,51
"6131",406,56
"6132",116,92
"6133",416,100
"6134",10,27
"6135",310,71
"6136",521,NA
"6137",416,80
"6138",510,50
"6139",546,95
"6140",249,NA
"6141",74,74
"6142",294,41
"6143",583,2
"6144",361,55
"6145",245,100
"6146",571,100
"6147",452,2
"6148",496,97
"6149",193,50
"6150",394,50
"6151",387,20
"6152",548,73
"6153",797,50
"6154",42,NA
"6155",51,70
"6156",696,NA
"6157",976,96
"6158",70,25
"6159",85,79
"6160",960,100
"6161",265,53
"6162",551,98
"6163",62,61
"6164",631,19
"6165",879,49
"6166",406,1
"6167",519,81
"6168",830,90
"6169",303,40
"6170",978,83
"6171",219,52
"6172",580,77
"6173",105,22
"6174",13,65
"6175",295,12
"6176",90,100
"6177",142,69
"6178",689,92
"6179",793,NA
"6180",833,7
"6181",272,74
"6182",285,43
"6183",404,89
"6184",126,NA
"6185",329,26
"6186",111,50
"6187",379,4
"6188",551,31
"6189",7,50
"6190",326,50
"6191",785,80
"6192",451,59
"6193",268,100
"6194",591,51
"6195",13,53
"6196",424,51
"6197",712,83
"6198",949,41
"6199",328,75
"6200",195,50
"6201",471,98
"6202",875,2
"6203",822,2
"6204",922,52
"6205",798,48
"6206",582,67
"6207",380,71
"6208",736,84
"6209",909,52
"6210",851,52
"6211",907,56
"6212",11,49
"6213",438,50
"6214",2,95
"6215",885,91
"6216",689,50
"6217",561,79
"6218",436,50
"6219",49,2
"6220",617,50
"6221",501,90
"6222",940,50
"6223",883,74
"6224",339,5
"6225",115,38
"6226",767,12
"6227",914,67
"6228",812,55
"6229",997,81
"6230",980,80
"6231",407,44
"6232",939,91
"6233",332,97
"6234",763,50
"6235",659,72
"6236",249,72
"6237",282,84
"6238",509,57
"6239",415,17
"6240",892,85
"6241",227,41
"6242",924,52
"6243",374,71
"6244",202,96
"6245",294,46
"6246",733,89
"6247",990,63
"6248",348,35
"6249",890,70
"6250",747,21
"6251",429,23
"6252",445,12
"6253",899,50
"6254",711,77
"6255",332,99
"6256",578,96
"6257",450,100
"6258",218,22
"6259",241,51
"6260",190,91
"6261",427,50
"6262",474,84
"6263",251,100
"6264",608,51
"6265",990,60
"6266",788,64
"6267",314,95
"6268",652,70
"6269",104,85
"6270",174,75
"6271",127,54
"6272",181,51
"6273",940,75
"6274",544,75
"6275",213,68
"6276",226,31
"6277",780,50
"6278",959,50
"6279",782,81
"6280",927,40
"6281",862,NA
"6282",332,52
"6283",146,NA
"6284",160,70
"6285",491,72
"6286",121,100
"6287",85,50
"6288",255,100
"6289",588,84
"6290",81,19
"6291",521,47
"6292",197,3
"6293",771,80
"6294",776,100
"6295",608,50
"6296",195,81
"6297",473,87
"6298",545,99
"6299",764,1
"6300",223,22
"6301",863,100
"6302",459,35
"6303",71,10
"6304",876,82
"6305",306,52
"6306",154,71
"6307",341,NA
"6308",279,50
"6309",958,64
"6310",690,NA
"6311",230,81
"6312",53,2
"6313",688,79
"6314",325,98
"6315",470,25
"6316",606,99
"6317",512,50
"6318",264,50
"6319",700,82
"6320",611,61
"6321",647,NA
"6322",121,56
"6323",542,68
"6324",933,51
"6325",511,61
"6326",593,53
"6327",564,70
"6328",502,52
"6329",495,71
"6330",279,30
"6331",644,50
"6332",442,100
"6333",266,98
"6334",1000,NA
"6335",885,70
"6336",656,85
"6337",174,51
"6338",469,69
"6339",391,50
"6340",203,41
"6341",705,NA
"6342",788,100
"6343",624,74
"6344",665,76
"6345",359,50
"6346",382,71
"6347",401,5
"6348",587,50
"6349",341,39
"6350",447,20
"6351",615,29
"6352",92,3
"6353",817,51
"6354",356,100
"6355",545,81
"6356",956,50
"6357",302,51
"6358",935,66
"6359",263,NA
"6360",31,71
"6361",593,17
"6362",322,50
"6363",518,51
"6364",39,55
"6365",52,100
"6366",330,56
"6367",247,50
"6368",59,20
"6369",442,4
"6370",903,100
"6371",610,50
"6372",704,60
"6373",677,100
"6374",379,51
"6375",133,NA
"6376",595,76
"6377",979,53
"6378",5,21
"6379",658,18
"6380",876,50
"6381",887,NA
"6382",165,22
"6383",126,52
"6384",610,51
"6385",280,31
"6386",519,72
"6387",856,90
"6388",319,100
"6389",233,48
"6390",8,94
"6391",957,99
"6392",543,81
"6393",900,34
"6394",502,29
"6395",577,63
"6396",468,58
"6397",949,27
"6398",765,13
"6399",83,100
"6400",215,94
"6401",501,NA
"6402",712,4
"6403",583,95
"6404",678,6
"6405",489,4
"6406",560,100
"6407",830,86
"6408",853,72
"6409",498,49
"6410",181,83
"6411",980,36
"6412",522,51
"6413",959,50
"6414",343,22
"6415",310,41
"6416",465,71
"6417",747,58
"6418",229,68
"6419",470,15
"6420",586,50
"6421",36,50
"6422",700,3
"6423",697,37
"6424",919,7
"6425",267,60
"6426",17,96
"6427",27,27
"6428",85,88
"6429",868,59
"6430",873,59
"6431",417,100
"6432",82,91
"6433",818,7
"6434",900,100
"6435",941,13
"6436",542,50
"6437",577,98
"6438",939,NA
"6439",739,81
"6440",600,76
"6441",564,31
"6442",157,69
"6443",698,69
"6444",721,10
"6445",577,90
"6446",895,100
"6447",476,100
"6448",147,12
"6449",150,53
"6450",259,91
"6451",356,97
"6452",445,84
"6453",519,72
"6454",432,53
"6455",273,1
"6456",102,21
"6457",946,100
"6458",910,6
"6459",747,50
"6460",473,100
"6461",175,71
"6462",453,22
"6463",247,75
"6464",347,100
"6465",925,51
"6466",482,72
"6467",396,69
"6468",714,7
"6469",477,NA
"6470",842,100
"6471",27,90
"6472",752,25
"6473",579,88
"6474",375,5
"6475",354,50
"6476",749,40
"6477",507,100
"6478",882,100
"6479",393,100
"6480",842,67
"6481",380,50
"6482",340,20
"6483",111,60
"6484",604,2
"6485",169,57
"6486",94,97
"6487",303,1
"6488",357,41
"6489",185,91
"6490",77,64
"6491",480,50
"6492",980,50
"6493",5,100
"6494",868,60
"6495",157,50
"6496",527,50
"6497",167,53
"6498",759,100
"6499",367,50
"6500",165,58
"6501",409,60
"6502",411,67
"6503",75,10
"6504",248,90
"6505",759,50
"6506",26,91
"6507",379,30
"6508",814,NA
"6509",537,51
"6510",187,53
"6511",174,50
"6512",175,22
"6513",827,50
"6514",798,50
"6515",977,53
"6516",544,62
"6517",284,40
"6518",392,51
"6519",528,97
"6520",939,70
"6521",954,94
"6522",474,77
"6523",756,3
"6524",291,NA
"6525",580,100
"6526",883,NA
"6527",304,53
"6528",791,78
"6529",413,100
"6530",443,100
"6531",758,89
"6532",439,30
"6533",459,45
"6534",727,50
"6535",191,100
"6536",56,100
"6537",13,100
"6538",889,56
"6539",202,51
"6540",708,66
"6541",430,85
"6542",479,46
"6543",740,NA
"6544",338,7
"6545",516,76
"6546",657,99
"6547",599,77
"6548",408,24
"6549",196,55
"6550",31,NA
"6551",825,49
"6552",748,78
"6553",579,48
"6554",109,54
"6555",679,83
"6556",635,50
"6557",554,60
"6558",827,10
"6559",789,50
"6560",677,49
"6561",196,89
"6562",467,90
"6563",264,86
"6564",708,97
"6565",15,50
"6566",874,60
"6567",898,21
"6568",60,32
"6569",692,80
"6570",90,50
"6571",14,42
"6572",99,92
"6573",618,NA
"6574",900,56
"6575",277,100
"6576",694,31
"6577",135,33
"6578",619,50
"6579",65,51
"6580",511,91
"6581",215,NA
"6582",748,63
"6583",537,51
"6584",368,50
"6585",540,91
"6586",662,51
"6587",733,NA
"6588",65,50
"6589",200,51
"6590",567,99
"6591",149,22
"6592",296,52
"6593",326,3
"6594",776,67
"6595",726,89
"6596",41,NA
"6597",978,40
"6598",642,97
"6599",141,100
"6600",912,99
"6601",482,48
"6602",235,100
"6603",612,100
"6604",719,30
"6605",893,96
"6606",934,12
"6607",632,70
"6608",905,1
"6609",495,100
"6610",93,63
"6611",600,100
"6612",679,4
"6613",234,97
"6614",303,52
"6615",198,81
"6616",596,50
"6617",973,100
"6618",762,50
"6619",487,75
"6620",366,50
"6621",636,12
"6622",804,72
"6623",682,31
"6624",172,38
"6625",614,87
"6626",1,97
"6627",995,96
"6628",842,78
"6629",130,100
"6630",915,39
"6631",99,45
"6632",52,50
"6633",557,92
"6634",41,96
"6635",950,2
"6636",293,100
"6637",831,1
"6638",358,46
"6639",589,85
"6640",510,51
"6641",72,63
"6642",726,6
"6643",542,50
"6644",554,NA
"6645",154,16
"6646",629,85
"6647",207,73
"6648",928,47
"6649",315,15
"6650",756,31
"6651",217,6
"6652",159,6
"6653",133,75
"6654",972,76
"6655",888,100
"6656",838,91
"6657",124,51
"6658",410,100
"6659",105,51
"6660",463,99
"6661",66,100
"6662",762,96
"6663",311,50
"6664",516,100
"6665",226,90
"6666",821,90
"6667",935,91
"6668",326,NA
"6669",949,95
"6670",552,52
"6671",242,100
"6672",796,95
"6673",312,NA
"6674",751,73
"6675",326,1
"6676",535,70
"6677",76,89
"6678",289,66
"6679",76,100
"6680",897,41
"6681",22,94
"6682",118,12
"6683",121,60
"6684",569,50
"6685",968,50
"6686",952,51
"6687",583,85
"6688",593,75
"6689",610,100
"6690",766,100
"6691",20,NA
"6692",26,72
"6693",585,52
"6694",683,2
"6695",241,19
"6696",739,1
"6697",229,70
"6698",499,6
"6699",178,NA
"6700",285,2
"6701",216,48
"6702",130,50
"6703",474,52
"6704",531,50
"6705",690,67
"6706",374,50
"6707",763,82
"6708",329,90
"6709",743,31
"6710",855,69
"6711",364,52
"6712",411,100
"6713",656,51
"6714",716,91
"6715",395,20
"6716",140,29
"6717",834,50
"6718",508,51
"6719",526,92
"6720",966,11
"6721",122,50
"6722",232,50
"6723",416,51
"6724",445,33
"6725",723,60
"6726",281,51
"6727",156,50
"6728",189,84
"6729",343,50
"6730",615,50
"6731",892,100
"6732",257,75
"6733",229,2
"6734",924,100
"6735",299,21
"6736",692,100
"6737",467,50
"6738",652,61
"6739",267,100
"6740",896,50
"6741",5,46
"6742",142,89
"6743",158,70
"6744",517,86
"6745",671,71
"6746",430,79
"6747",138,15
"6748",502,99
"6749",461,52
"6750",499,100
"6751",806,NA
"6752",472,6
"6753",354,50
"6754",216,100
"6755",460,50
"6756",858,52
"6757",943,85
"6758",953,66
"6759",805,1
"6760",381,82
"6761",16,55
"6762",561,62
"6763",411,91
"6764",266,50
"6765",403,71
"6766",591,38
"6767",273,18
"6768",887,5
"6769",866,NA
"6770",830,99
"6771",631,54
"6772",463,57
"6773",702,11
"6774",209,41
"6775",397,52
"6776",238,90
"6777",919,NA
"6778",943,44
"6779",298,63
"6780",258,34
"6781",355,22
"6782",170,12
"6783",621,100
"6784",998,91
"6785",982,3
"6786",339,NA
"6787",104,50
"6788",414,52
"6789",463,NA
"6790",725,3
"6791",623,50
"6792",543,NA
"6793",816,50
"6794",792,27
"6795",753,90
"6796",405,71
"6797",776,100
"6798",178,67
"6799",531,41
"6800",569,2
"6801",640,92
"6802",975,NA
"6803",27,NA
"6804",809,76
"6805",876,100
"6806",343,50
"6807",752,7
"6808",355,38
"6809",549,13
"6810",818,50
"6811",941,13
"6812",94,61
"6813",291,1
"6814",142,50
"6815",312,56
"6816",350,36
"6817",486,4
"6818",26,47
"6819",796,90
"6820",675,21
"6821",144,1
"6822",784,87
"6823",692,100
"6824",817,NA
"6825",613,50
"6826",188,81
"6827",655,5
"6828",996,50
"6829",654,98
"6830",654,50
"6831",561,50
"6832",987,92
"6833",250,95
"6834",1,1
"6835",795,96
"6836",254,NA
"6837",228,61
"6838",768,94
"6839",751,100
"6840",682,95
"6841",447,1
"6842",85,53
"6843",226,51
"6844",578,51
"6845",929,70
"6846",531,4
"6847",893,3
"6848",794,5
"6849",404,70
"6850",939,78
"6851",284,50
"6852",307,100
"6853",921,67
"6854",628,92
"6855",954,60
"6856",343,100
"6857",37,62
"6858",137,75
"6859",509,4
"6860",427,38
"6861",555,NA
"6862",658,93
"6863",139,95
"6864",743,50
"6865",622,100
"6866",956,72
"6867",65,50
"6868",996,95
"6869",304,85
"6870",845,100
"6871",924,48
"6872",384,74
"6873",464,11
"6874",61,50
"6875",665,99
"6876",533,95
"6877",864,99
"6878",779,67
"6879",981,50
"6880",799,90
"6881",811,50
"6882",382,100
"6883",984,80
"6884",645,91
"6885",338,2
"6886",219,1
"6887",940,75
"6888",79,100
"6889",670,61
"6890",265,50
"6891",426,55
"6892",532,95
"6893",386,50
"6894",151,52
"6895",293,NA
"6896",730,NA
"6897",37,100
"6898",297,70
"6899",151,NA
"6900",943,78
"6901",120,90
"6902",197,47
"6903",195,50
"6904",942,1
"6905",511,55
"6906",509,56
"6907",502,94
"6908",466,50
"6909",206,25
"6910",36,72
"6911",188,75
"6912",657,50
"6913",809,99
"6914",571,61
"6915",181,96
"6916",436,50
"6917",474,52
"6918",976,71
"6919",101,100
"6920",692,52
"6921",72,39
"6922",666,95
"6923",16,99
"6924",546,92
"6925",594,51
"6926",477,100
"6927",765,82
"6928",883,53
"6929",765,11
"6930",86,12
"6931",523,79
"6932",66,69
"6933",464,86
"6934",103,84
"6935",547,50
"6936",701,31
"6937",7,71
"6938",316,51
"6939",43,19
"6940",402,52
"6941",165,51
"6942",136,50
"6943",743,77
"6944",712,100
"6945",644,99
"6946",127,91
"6947",312,76
"6948",151,16
"6949",859,51
"6950",169,52
"6951",978,100
"6952",154,NA
"6953",480,56
"6954",720,100
"6955",492,51
"6956",837,80
"6957",11,100
"6958",406,51
"6959",166,70
"6960",682,51
"6961",825,61
"6962",624,53
"6963",452,50
"6964",389,57
"6965",83,66
"6966",646,11
"6967",608,61
"6968",951,50
"6969",769,1
"6970",860,54
"6971",98,62
"6972",891,50
"6973",702,100
"6974",852,55
"6975",55,96
"6976",804,7
"6977",516,40
"6978",315,NA
"6979",900,52
"6980",655,17
"6981",444,51
"6982",442,50
"6983",562,26
"6984",497,30
"6985",52,53
"6986",896,90
"6987",468,NA
"6988",569,3
"6989",658,51
"6990",164,58
"6991",744,76
"6992",957,82
"6993",575,72
"6994",721,54
"6995",422,44
"6996",171,100
"6997",867,72
"6998",215,76
"6999",694,100
"7000",449,61
"7001",552,23
"7002",480,70
"7003",675,92
"7004",357,62
"7005",402,NA
"7006",3,96
"7007",685,93
"7008",917,50
"7009",336,71
"7010",265,11
"7011",170,100
"7012",122,53
"7013",988,1
"7014",804,51
"7015",600,70
"7016",718,53
"7017",639,50
"7018",868,39
"7019",201,11
"7020",166,46
"7021",862,80
"7022",65,77
"7023",742,23
"7024",934,70
"7025",577,50
"7026",784,50
"7027",3,NA
"7028",102,50
"7029",489,85
"7030",240,2
"7031",69,55
"7032",325,53
"7033",69,95
"7034",361,100
"7035",181,33
"7036",120,86
"7037",221,13
"7038",718,3
"7039",47,NA
"7040",670,88
"7041",134,88
"7042",529,50
"7043",924,88
"7044",448,47
"7045",634,100
"7046",250,35
"7047",381,50
"7048",497,90
"7049",950,31
"7050",928,51
"7051",780,90
"7052",904,100
"7053",420,31
"7054",184,97
"7055",487,56
"7056",185,72
"7057",261,88
"7058",978,6
"7059",957,1
"7060",574,50
"7061",348,48
"7062",53,54
"7063",852,75
"7064",794,80
"7065",625,3
"7066",848,50
"7067",300,77
"7068",706,73
"7069",404,76
"7070",279,52
"7071",79,47
"7072",17,78
"7073",449,6
"7074",761,59
"7075",728,97
"7076",833,31
"7077",352,1
"7078",601,100
"7079",798,83
"7080",844,NA
"7081",139,49
"7082",670,2
"7083",518,71
"7084",686,50
"7085",499,100
"7086",895,91
"7087",56,50
"7088",448,15
"7089",780,50
"7090",438,2
"7091",497,50
"7092",554,79
"7093",282,59
"7094",922,78
"7095",641,61
"7096",670,50
"7097",970,96
"7098",390,91
"7099",878,100
"7100",278,100
"7101",457,41
"7102",494,51
"7103",267,31
"7104",42,32
"7105",357,74
"7106",829,56
"7107",424,5
"7108",868,89
"7109",412,51
"7110",576,51
"7111",920,51
"7112",734,89
"7113",954,50
"7114",174,90
"7115",667,1
"7116",539,4
"7117",36,63
"7118",623,100
"7119",655,3
"7120",796,80
"7121",217,1
"7122",468,100
"7123",705,16
"7124",41,45
"7125",549,50
"7126",986,51
"7127",210,18
"7128",254,38
"7129",245,40
"7130",150,100
"7131",524,50
"7132",620,40
"7133",645,100
"7134",672,NA
"7135",942,73
"7136",449,72
"7137",885,85
"7138",289,49
"7139",995,86
"7140",620,98
"7141",87,9
"7142",71,68
"7143",371,67
"7144",460,50
"7145",357,41
"7146",475,52
"7147",861,7
"7148",536,100
"7149",200,NA
"7150",112,42
"7151",305,96
"7152",431,42
"7153",298,30
"7154",189,71
"7155",458,65
"7156",975,66
"7157",108,42
"7158",597,81
"7159",549,44
"7160",177,94
"7161",886,82
"7162",910,51
"7163",339,50
"7164",807,22
"7165",439,75
"7166",230,75
"7167",765,78
"7168",325,100
"7169",591,81
"7170",442,50
"7171",689,87
"7172",702,4
"7173",143,70
"7174",300,70
"7175",68,11
"7176",641,41
"7177",326,57
"7178",503,76
"7179",973,50
"7180",858,50
"7181",38,73
"7182",172,67
"7183",42,50
"7184",156,30
"7185",183,57
"7186",430,18
"7187",630,50
"7188",214,66
"7189",390,50
"7190",683,9
"7191",887,100
"7192",62,100
"7193",634,50
"7194",792,100
"7195",524,100
"7196",59,12
"7197",507,85
"7198",702,68
"7199",404,1
"7200",140,22
"7201",590,98
"7202",923,50
"7203",451,6
"7204",204,100
"7205",144,88
"7206",831,80
"7207",985,NA
"7208",34,57
"7209",287,5
"7210",222,70
"7211",815,41
"7212",356,2
"7213",850,49
"7214",865,84
"7215",699,100
"7216",865,88
"7217",135,7
"7218",235,90
"7219",563,72
"7220",327,88
"7221",104,72
"7222",31,32
"7223",859,2
"7224",59,53
"7225",175,84
"7226",609,51
"7227",841,55
"7228",764,100
"7229",792,100
"7230",658,51
"7231",32,100
"7232",611,53
"7233",328,31
"7234",459,71
"7235",644,61
"7236",755,NA
"7237",356,90
"7238",180,94
"7239",986,29
"7240",818,70
"7241",243,90
"7242",323,91
"7243",313,100
"7244",90,52
"7245",124,88
"7246",383,39
"7247",288,NA
"7248",689,50
"7249",36,90
"7250",202,88
"7251",765,99
"7252",938,29
"7253",891,72
"7254",737,100
"7255",440,72
"7256",567,66
"7257",430,70
"7258",985,96
"7259",800,97
"7260",57,4
"7261",188,100
"7262",436,6
"7263",614,50
"7264",770,82
"7265",649,NA
"7266",660,50
"7267",274,78
"7268",4,76
"7269",172,90
"7270",414,100
"7271",740,16
"7272",395,15
"7273",171,69
"7274",498,51
"7275",541,100
"7276",275,70
"7277",309,83
"7278",998,99
"7279",100,95
"7280",467,NA
"7281",247,54
"7282",403,3
"7283",695,77
"7284",424,50
"7285",270,100
"7286",8,90
"7287",861,41
"7288",544,51
"7289",559,62
"7290",594,50
"7291",335,50
"7292",89,1
"7293",458,NA
"7294",428,51
"7295",886,52
"7296",442,100
"7297",571,51
"7298",680,7
"7299",465,31
"7300",366,NA
"7301",895,70
"7302",458,100
"7303",359,51
"7304",285,100
"7305",244,60
"7306",263,100
"7307",876,3
"7308",139,100
"7309",111,83
"7310",933,98
"7311",713,51
"7312",735,58
"7313",238,100
"7314",935,99
"7315",135,52
"7316",695,60
"7317",603,62
"7318",863,47
"7319",174,100
"7320",530,72
"7321",836,89
"7322",564,77
"7323",14,50
"7324",562,91
"7325",49,83
"7326",706,84
"7327",376,76
"7328",688,91
"7329",6,3
"7330",532,50
"7331",906,76
"7332",648,7
"7333",302,55
"7334",235,51
"7335",778,8
"7336",55,26
"7337",435,83
"7338",409,98
"7339",480,72
"7340",272,50
"7341",226,NA
"7342",220,90
"7343",898,99
"7344",26,77
"7345",427,51
"7346",920,32
"7347",685,99
"7348",239,100
"7349",24,100
"7350",122,50
"7351",632,81
"7352",776,88
"7353",505,71
"7354",880,62
"7355",755,4
"7356",711,85
"7357",345,80
"7358",597,91
"7359",392,52
"7360",778,50
"7361",93,81
"7362",89,50
"7363",468,35
"7364",206,39
"7365",383,22
"7366",375,53
"7367",973,92
"7368",468,89
"7369",596,42
"7370",868,100
"7371",86,6
"7372",531,90
"7373",457,87
"7374",867,100
"7375",593,4
"7376",532,60
"7377",566,50
"7378",469,21
"7379",94,62
"7380",446,6
"7381",653,2
"7382",553,92
"7383",524,81
"7384",485,100
"7385",272,50
"7386",934,NA
"7387",39,82
"7388",443,21
"7389",24,59
"7390",363,89
"7391",575,50
"7392",252,42
"7393",543,51
"7394",113,72
"7395",691,100
"7396",614,100
"7397",280,60
"7398",120,41
"7399",487,55
"7400",679,50
"7401",172,51
"7402",819,NA
"7403",726,48
"7404",807,25
"7405",708,NA
"7406",215,74
"7407",550,85
"7408",626,50
"7409",41,87
"7410",182,64
"7411",153,44
"7412",280,12
"7413",671,73
"7414",478,3
"7415",3,91
"7416",610,NA
"7417",757,95
"7418",56,70
"7419",551,50
"7420",828,62
"7421",284,53
"7422",215,92
"7423",225,21
"7424",443,42
"7425",520,55
"7426",832,50
"7427",388,52
"7428",838,61
"7429",995,60
"7430",515,6
"7431",647,50
"7432",870,81
"7433",81,100
"7434",405,1
"7435",520,41
"7436",322,3
"7437",636,NA
"7438",880,1
"7439",616,55
"7440",262,98
"7441",744,1
"7442",210,NA
"7443",881,NA
"7444",592,94
"7445",354,90
"7446",590,100
"7447",792,50
"7448",426,89
"7449",454,66
"7450",679,NA
"7451",971,78
"7452",64,88
"7453",206,21
"7454",354,62
"7455",554,50
"7456",168,41
"7457",661,70
"7458",444,17
"7459",848,59
"7460",962,65
"7461",906,49
"7462",43,49
"7463",316,50
"7464",35,16
"7465",943,100
"7466",490,100
"7467",493,25
"7468",312,53
"7469",136,96
"7470",323,88
"7471",159,50
"7472",932,68
"7473",732,55
"7474",624,NA
"7475",520,3
"7476",49,50
"7477",137,5
"7478",150,80
"7479",685,51
"7480",591,43
"7481",51,60
"7482",768,51
"7483",929,12
"7484",354,29
"7485",504,2
"7486",444,100
"7487",658,79
"7488",972,84
"7489",491,50
"7490",315,50
"7491",248,42
"7492",143,67
"7493",38,NA
"7494",540,100
"7495",544,84
"7496",25,50
"7497",573,29
"7498",508,49
"7499",68,81
"7500",183,58
"7501",662,3
"7502",585,78
"7503",393,75
"7504",447,90
"7505",351,100
"7506",743,100
"7507",878,95
"7508",375,NA
"7509",80,51
"7510",285,75
"7511",422,11
"7512",706,68
"7513",981,72
"7514",475,7
"7515",585,56
"7516",230,100
"7517",735,50
"7518",986,50
"7519",616,NA
"7520",484,62
"7521",784,50
"7522",401,7
"7523",11,62
"7524",235,100
"7525",753,31
"7526",425,60
"7527",475,28
"7528",455,4
"7529",190,50
"7530",336,50
"7531",734,100
"7532",524,57
"7533",287,51
"7534",300,41
"7535",349,90
"7536",896,NA
"7537",302,81
"7538",854,31
"7539",461,63
"7540",488,90
"7541",620,50
"7542",880,100
"7543",77,81
"7544",493,78
"7545",334,94
"7546",854,81
"7547",230,34
"7548",742,1
"7549",765,100
"7550",112,85
"7551",348,74
"7552",15,NA
"7553",128,NA
"7554",238,50
"7555",248,100
"7556",971,52
"7557",674,51
"7558",350,3
"7559",883,73
"7560",828,NA
"7561",662,90
"7562",359,61
"7563",199,89
"7564",527,32
"7565",362,71
"7566",528,63
"7567",184,60
"7568",644,98
